PARSEC Optimized Airfoil
0.926733 0.005844
0.932132 0.005471
0.937338 0.005102
0.942351 0.004741
0.947166 0.004390
0.951783 0.004053
0.956199 0.003730
0.960412 0.003424
0.964421 0.003136
0.968223 0.002867
0.971817 0.002618
0.975201 0.002388
0.978374 0.002179
0.981335 0.001989
0.984081 0.001819
0.986612 0.001667
0.988927 0.001532
0.991025 0.001415
0.992904 0.001313
0.994564 0.001227
0.996004 0.001154
0.997224 0.001094
0.998223 0.001046
0.999000 0.001010
0.999556 0.000984
0.999889 0.000969
1.000000 0.000964
